初中英语单词|devise|英[dɪ'vaɪz] 美[dɪ'vaɪz]|v. 设计，发明|he devised a new method for teaching the blind.|他设计出一种教导盲人的新方法。|初中英语单词
初中英语单词|paper|英['peɪpə(r)] 美['peɪpər]|n. 纸；文件；报纸；论文；票据；壁纸<br>v. 用纸包；用纸糊；贴壁纸<br>adj. 纸制的；似纸的；有名无实的|That paper has yellowed with age.<br>The letter was written on a single sheet of paper.<br>He refused to subscribe his name to the paper.<br>The paper advertises for two editors.<br>We read about the storm in the paper today.<br>She's working hard at her term paper.<br>Do you have enough time to finish the paper?<br>Please hand in your paper before June thirtieth.<br>His paper was out in large quantities.<br>We stripped away the old patterned paper.<br>The room was damp and the paper was peeling off.<br>I need a paper box.<br>These apartments have paper walls.<br>It's just a paper promise.|那张纸因年代久远而泛黄了。<br>这封信只用一张纸写成。<br>他拒绝在这文件上签字。<br>这家报纸招聘两名编辑。<br>从今天的报纸上我们得知今天有风暴<br>她正在努力撰写学期论文。<br>你有足够的时间写完论文吗？<br>请在六月三十日前交论文。<br>他的票据大量地流在外面。<br>我们刮去了旧的花壁纸。<br>屋子很潮湿，壁纸都一片片剥落了。<br>我需要一个纸盒子。<br>这些公寓房间的墙壁单薄。<br>这只是一纸空文的保证。|初中英语单词
初中英语单词|morning paper||n. 晨报|The morning paper announced the death of Mr. Smith.<br>I subscribed to a morning paper.|晨报发表了史密斯先生的死亡消息。<br>我订阅了一份晨报。|初中英语单词
初中英语单词|useful|英['juːsfl] 美['juːsfl]|adj. 有用的；有益的；实用的|It is a useful book and, what is more, not an expensive one.<br>The book contains much useful information.<br>John always tries to cultivate people who are useful to him.<br>A sauna in the hetol would be a useful amenity.<br>She stopped hanging about and did something useful.<br>This manual is full of useful tips.<br>They are not only ornamental, but also useful.|这是有用的书，更难得的是不贵。<br>这本书包含了许多有用的资料。<br>约翰经常设法和对他有用的人结交。<br>旅馆中的芬兰蒸汽浴室倒是个有益的好设施。<br>她不再闲逛，而是做了些有益的工作。<br>这本小册子里有很多实用的小建议。<br>它们不但具有装饰性，而且是实用的。|初中英语单词
初中英语单词|all the time|英[ɔːl ðə taɪm] 美[ɔːl ðə taɪm]|一直，始终；时常，老是；继续，不停|Conditions are changing all the time.<br>I can't brush your hair if you keep wriggling all the time.<br>He is used to eating out all the time.<br>Follow that man and keep him in sight all the time.<br>I have a dog and a cat, but tehy fight all the time.<br>In his job he's rubbing shoulders with film stars all the time.<br>I've kept on thinking about that all the time.|情况始终都在变化。<br>你要是一直扭来扭去，我就没法给你梳头了。<br>他已经习惯在外面吃饭了。<br>要跟著那个人，一直盯著他。<br>我养了一只猫和一只狗，但它们老是打架。<br>他在工作中一直与电影明星有来往。<br>我一直惦记着这件事。|初中英语单词
初中英语单词|always|英['ɔːlweɪz] 美['ɔːlweɪz]|adv. 总是；一直；始终；永远；随时；无论如何|I'm always at home in the evenings.<br>A live band is always a good draw at a party.<br>We should always help each other.<br>They will always be friends.<br>You can always resign if you feel unhappy.<br>You could always use a dictionary.|晚上我总是在家里。<br>现场演奏的乐队在聚会上总是很吸引人的。<br>我们应始终互相帮助。<br>他们将永远是朋友。<br>如果你不满意，随时可以辞职。<br>你无论如何还可以使用词典嘛。|初中英语单词
初中英语单词|everywhere|英['evriweə(r)] 美['evriwer]|adv. 到处，处处；无论何处|New factories are going up everywhere.<br>I hunted for my book everywhere.|到处在兴建新工厂。<br>我到处找我的书。|初中英语单词
初中英语单词|born|英[bɔːn] 美[bɔːrn]|adj. 出生的；与生俱来的<br>动词 bear 的过去分词。|The youngest is a born rider of the rails.<br>Meg was born into a large family.<br>I've never heard such nonsense in all my born days!|小儿子是天生的流浪儿。<br>梅格出生在一个大家庭。<br>我一生中从未听到过这种胡言乱语。|初中英语单词
初中英语单词|move|英[muːv] 美[muːv]|n. 移动；步骤；迁居；动作<br>vt. 推动；使移动；使……感动；提议<br>vi. 移动；搬家；采取行动|The army is on the move.<br>Their move to Latin America was a leap in the dark.<br>Evans is a rare dancer, whose moves are so elegant.<br>Give me a place to stand and I will move the world.<br>That desk is fixed, don't try to move it.<br>The woman is deeply moved by his selfless spirit.<br>Give it a hard push, then it will move.<br>My family moved here two years ago.<br>Nobody seems willing to move in the matter.|军队在移动。<br>他们迁居拉丁美洲是件冒险的事。<br>伊万是个杰出的舞者，他的动作非常优美。<br>给我一个支点，我会推动地球。<br>那张桌子是固定的，别去移动它。<br>妇女被他的无私精神深深感动了。<br>用力推一下，就能使它移动。<br>我们全家两年前搬到这儿。<br>似乎没有人愿意对这件事采取行动。|初中英语单词
初中英语单词|understand|英[ˌʌndə'stænd] 美[ˌʌndər'stænd]|v. 懂得；明白；理解；认识到；听说；获悉|He is trying his best to understand his meaning.<br>I don't understand what you're talking about.<br>If you can't do it, I will understand.<br>I don't fully understand his reasons for leaving.<br>You must understand the gravity of the situation.<br>I understand that you will be moving here soon.<br>I understand that you are now married.<br>We understand your corporation handles foodstuffs for export.|他正在尽力弄明白他的意思。<br>我不明白你在说什么。<br>如果你不会做这件事的话，我可以理解。<br>我不完全理解他离开的理由。<br>你必须认识到局势的严重性。<br>我听说你就要搬到这儿来住了。<br>我听说你现在已结婚了。<br>我们获悉你公司经营食品出口。|初中英语单词
初中英语单词|at first|英[æt fɜːst] 美[æt fɜːrst]|最初；首先|It is much cheaper to buy goods delivered at first hand.<br>Judge not of men and things at first sight.<br>At first she threatened to dismiss us all, but later she relented.<br>At first we didn't realized the severity of her wounds.<br>Driving on the left is strange at first but you get used to it.<br>At first he refused to accept any responsibility but he ended up apologizing.<br>We didn't trust him at first, but his charming manner completely disarmed us.|买第一手货会比较便宜。<br>[谚]初次印象，难得真相。<br>起初她威胁要解雇我们所有的人，但是后来她态度软化了。<br>起初我们并没有意识到她的伤口的严重性。<br>沿著路的左侧驾驶刚开始时有些别扭，可是习惯了就好了。<br>最初他拒不承认有任何责任，到头来还是道了歉。<br>我们开始时并不信任他，但他令人愉快的举止完全消除了我们的疑虑。|初中英语单词
初中英语单词|April|英['eɪprəl] 美['eɪprəl]|n. 四月|April is the time to plant trees.<br>The manuscript bears the date 10 April 1937.<br>He moved into this house in April.|四月是种树的时候。<br>手稿上注著 1937 年 4 月 10 日。<br>他是四月份搬进这所房子的。|初中英语单词
初中英语单词|hate|英[heɪt] 美[heɪt]|v. 憎恨；厌恶；讨厌<br>n. 憎恨；厌恶|They hate each other.<br>I hate to squabble with my wife about money.<br>The boys hate doing homework on Sundays.<br>She hates to be late for work.<br>She looked at him with hate in her eyes.<br>Plastic flowers are a particular hate of mine.<br>A hidden hate cropped out in her words.|他们彼此憎恨。<br>我厌恶为钱的事兴太太争吵。<br>男孩们讨厌在星期日做家庭作业。<br>她不喜欢上班迟到。<br>她以憎恨的目光看着他。<br>塑料花是我特别厌的恶东西。<br>她言语中流露出怨恨之意。|初中英语单词
初中英语单词|painting|英['peɪntɪŋ] 美['peɪntɪŋ]|n. 画，油画；绘画<br>动词 paint 的现在分词。|The painting took his fancy, so he bought it.<br>Looking at a beautiful painting always gives one satisfaction.<br>There are three paintings on the wall.<br>That is an oil painting of a landscape in spring.<br>He is a stranger to music and painting.<br>Medieval painting is outside his province.|这幅画被他看中了，所以他就把它买了下来。<br>观赏一幅美丽的图画使人心满意足。<br>墙上有三幅画。<br>那是一幅描绘春天景色的油画。<br>他对音乐和绘画是一窍不通。<br>中世纪的绘画不属于他的研究范围。|初中英语单词
初中英语单词|airport|英['eəpɔːt] 美['erpɔːrt]|n. 机场；航空站|The plane circled the airport before landing.<br>There was a great outcry about the construction of the new airport.<br>You must arrive at the airport two hours early.|飞机在着陆之前在机场上空盘旋。<br>公众强烈反对修建该机场。<br>你必须提前两小时到达机场。|初中英语单词
初中英语单词|Swedish|英['swiːdɪʃ] 美['swiːdɪʃ]|adj. 瑞典的；瑞典人的；瑞典语的<br>n. 瑞典人；瑞典语|This steel is manufactured from Swedish iron.<br>Exhibit the Swedish history of telecommunications.<br>The lead arbitrator was Swedish.<br>Bulgarian is a Slavic tongue, as close to Russian as Danish is to Swedish.<br>Peaceful, beautiful Sweden is ideal for you...And you won't even have to speak perfect Swedish to get around!<br>The lead arbitrator was Swedish.<br>Danish and Swedish are allied languages.<br>Bulgarian is a Slavic tongue, as close to Russian as Danish is to Swedish.|这种钢材是用瑞典的铁炼制的。<br>展示瑞典的电讯史。<br>主仲裁人是位瑞典人。<br>而保加利亚语则是一种斯拉夫语言，其与俄语的相近程度不亚于丹麦语和瑞典语的关系。<br>可以好好考虑一下啊，咱们这有会讲瑞典语的吗，可以联系我一下啊！<br>主仲裁人是位瑞典人。<br>丹麦语与瑞典语是同一语系的语言。<br>而保加利亚语则是一种斯拉夫语言，其与俄语的相近程度不亚于丹麦语和瑞典语的关系。|初中英语单词
初中英语单词|rock|英[rɒk] 美[rɑːk]|n. 岩石；摇滚乐；困境<br>vt. 使震惊；摇动；使动心<br>vi. 来回摇动；跳摇摆舞|The ship struck on a rock and sank.<br>The deer is standing on the edge of the rock.<br>The 1970s were best known for rock music.<br>Their marriage is on the rocks.<br>The news of the president's death rocked the nation.<br>We will rock you with the poems of Keats.<br>He rocked back and forth in his rocking chair.<br>Con il coccodrillo balla il Rock!|船触礁沉没。<br>那只鹿正站在岩石的边缘。<br>20 世纪 70 年代以摇滚乐而闻名。<br>他们的婚姻濒于破裂<br>总统过世的消息震惊了全国。<br>我们会用济慈的诗来感动你。<br>他坐在摇椅里前后摇晃着。<br>和蝾螈跳摇摆舞！|初中英语单词
